Team,Year,OWn%,BtRuns,BtWins,Fld%,Position,Target,CareerLen,Rank,Value,ARI,ATL,CHC,CIN,COL,LAD,MIA,MIL,NYM,PHI,PIT,SDP,SFG,STL,WSN,BAL,BOS,CHW,CLE,DET,HOU,KCR,LAA,MIN,NYY,OAK,SEA,TBR,TEX,TOR
ARI,2013,0.5489999999999999,0.3,0.0,0.992,OF,SEA,11,16,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDP,2013,0.0,-0.3,0.0,1.0,P,TBR,1,19,18,0,1,0,0,0,0,0,0,1,0,0,8,1,0,2,0,0,1,0,0,0,1,2,0,1,2,0,9,0,0
WSN,2013,0.557,0.5,0.1,1.0,OF,BOS,2,12,14,0,1,1,2,0,0,1,1,0,1,1,0,0,1,10,0,2,0,1,0,0,0,0,0,0,6,0,2,0,1
PIT,2013,0.36200000000000004,-0.4,0.0,0.995,C,LAA,9,5,27,1,0,0,0,0,1,6,0,12,0,16,1,1,0,1,0,2,0,2,1,0,1,1,0,2,1,3,1,0,3
PIT,2013,0.0,-12.0,-1.3,0.9390000000000001,P,PHI,14,5,27,1,2,1,1,1,2,0,0,0,8,19,1,2,1,0,1,2,0,0,1,1,2,0,0,8,0,1,1,1,1
COL,2013,0.14800000000000002,-9.1,-0.9,1.0,OF,SFG,4,21,25,0,0,1,0,7,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NYM,2013,0.44,-2.2,-0.2,0.9890000000000001,OF,PIT,3,23,6,1,0,0,0,0,0,3,0,15,0,4,0,0,1,0,2,0,0,2,0,2,1,0,2,1,3,0,0,0,4
SDP,2013,0.22,-1.8,-0.2,1.0,OF,PIT,0,19,18,2,0,1,0,2,2,0,0,0,0,15,8,0,2,0,2,3,2,1,2,0,1,2,2,1,3,0,7,0,3
CIN,2013,0.0,0.5,0.1,1.0,P,MIL,8,11,24,6,4,3,7,1,6,3,12,6,5,4,1,3,8,16,2,3,6,3,3,8,1,2,1,2,5,1,3,1,5
COL,2013,0.619,2.5,0.3,0.987,OF,HOU,5,21,25,1,3,5,3,6,2,1,0,2,1,2,2,0,7,1,2,3,1,0,1,3,1,2,0,2,2,0,2,0,5
PHI,2013,0.358,-8.0,-0.8,0.9890000000000001,OF,WSN,7,24,5,3,1,1,0,0,2,1,0,1,3,3,2,2,1,8,0,4,0,0,0,0,1,2,1,1,3,0,2,0,0
CHC,2013,0.36700000000000005,-1.7,-0.2,1.0,OF,TOR,3,27,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
LAD,2013,0.0,0.0,0.0,0.75,P,CHW,2,8,2,3,5,1,0,2,19,4,1,2,1,2,2,2,0,1,2,3,4,2,1,1,2,0,0,1,3,0,2,0,1
CHC,2013,0.0,0.0,0.0,1.0,P,MIN,9,27,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SDP,2013,0.45299999999999996,-1.9,-0.2,0.983,OF,HOU,4,19,18,1,2,0,0,2,1,0,0,4,1,2,5,1,2,2,0,1,0,0,4,4,2,1,0,1,1,1,1,0,1
WSN,2013,0.168,-5.2,-0.5,1.0,P,LAD,10,12,14,3,0,2,0,1,5,4,0,1,0,0,1,0,0,1,2,1,0,0,2,0,1,3,0,3,2,0,0,1,0
NYM,2013,0.0,0.0,0.0,0.905,P,COL,16,23,6,3,8,3,1,9,6,6,5,18,2,5,1,2,4,4,3,8,1,1,2,4,3,8,5,6,8,0,4,2,9
SFG,2013,0.0,0.0,0.0,0.967,P,BOS,0,18,7,1,0,0,0,0,0,0,1,2,0,0,0,10,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,1,0
ARI,2013,0.0,-0.3,0.0,1.0,P,CIN,0,16,19,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
PIT,2013,0.466,-1.1,-0.1,0.991,OF,MIA,6,5,27,1,3,1,0,1,3,8,1,0,1,19,1,1,0,1,1,3,0,0,2,1,0,0,1,4,0,0,0,0,1
PHI,2013,0.34600000000000003,-5.0,-0.5,0.998,C,KCR,3,24,5,2,1,0,0,1,0,4,3,0,8,14,0,3,0,0,0,4,1,7,2,4,10,1,1,3,0,3,5,0,13
WSN,2013,0.0,0.0,0.0,1.0,P,DET,0,12,14,1,0,1,2,1,0,0,2,1,0,2,1,0,1,9,0,0,1,0,4,2,0,1,0,2,2,0,2,1,1
ATL,2013,0.022000000000000002,-7.9,-0.8,0.9620000000000001,P,LAD,8,3,15,0,13,2,2,0,11,1,1,1,0,6,0,1,1,3,1,3,1,0,2,1,0,0,0,2,0,0,2,1,1
PHI,2013,0.043,-5.7,-0.6,1.0,OF,PIT,2,24,5,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,2013,0.0,-0.4,0.0,1.0,P,HOU,1,21,25,2,2,0,0,0,0,1,0,8,1,0,0,0,1,0,0,0,0,1,2,4,0,1,0,0,4,1,1,0,0
PIT,2013,0.33,-4.5,-0.5,0.991,C,COL,3,5,27,2,3,0,1,10,6,1,1,2,1,20,0,2,3,1,2,5,0,2,5,6,0,3,1,3,2,0,4,2,2
SDP,2013,0.0,0.0,0.0,0.967,P,TEX,1,19,18,0,0,3,0,1,0,2,1,0,0,1,12,0,5,0,0,0,1,1,1,1,0,0,0,0,1,0,2,11,2
PIT,2013,0.0,-0.6,-0.1,1.0,P,MIA,1,5,27,0,3,2,0,0,5,13,1,2,0,23,1,4,0,2,2,1,2,2,0,1,2,0,1,1,1,1,2,0,2
STL,2013,0.0,-0.5,-0.1,1.0,P,BOS,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
LAD,2013,0.073,-1.7,-0.2,0.953,P,MIN,7,8,2,1,0,0,0,0,6,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0
ARI,2013,0.501,-0.6,-0.1,0.986,OF,MIL,4,16,19,11,1,2,4,2,1,2,8,2,2,4,4,4,2,3,5,3,1,0,4,3,3,3,1,4,1,1,3,3,4
WSN,2013,0.0,-1.5,-0.2,1.0,OF,NYY,1,12,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
LAD,2013,0.442,-4.1,-0.4,0.9740000000000001,OF,OAK,12,8,2,3,0,5,0,2,24,1,2,3,2,3,1,1,6,2,1,10,3,3,6,1,7,4,3,6,15,1,4,2,5
CIN,2013,0.0,-1.4,-0.1,1.0,OF,MIA,18,11,24,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
MIA,2013,0.442,-7.1,-0.7,0.9840000000000001,OF,CHC,6,29,26,1,0,4,0,1,4,8,0,1,0,1,1,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,3,0,1
CHC,2013,0.0,0.0,0.0,1.0,P,ATL,3,27,4,2,17,10,3,2,4,2,3,1,2,2,2,2,2,4,4,7,0,2,1,1,2,3,0,2,1,0,1,3,3
CHC,2013,0.5539999999999999,4.4,0.5,0.988,OF,WSN,6,27,4,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARI,2013,0.262,-1.3,-0.1,1.0,P,LAA,1,16,19,15,4,1,3,3,4,2,2,3,0,1,2,0,1,3,2,3,0,3,1,1,4,13,1,2,3,1,5,1,2
NYM,2013,0.47100000000000003,0.2,0.0,0.9890000000000001,OF,LAD,4,23,6,2,2,0,2,2,14,5,1,16,1,4,0,1,3,2,4,2,0,2,2,1,4,0,2,1,2,0,3,0,5
NYM,2013,0.256,-7.4,-0.8,0.973,OF,MIA,1,23,6,1,1,0,2,0,3,2,3,4,1,0,0,1,0,1,0,1,0,3,2,0,2,3,0,4,1,0,1,1,3
MIA,2013,0.0,-0.1,0.0,1.0,P,BAL,4,29,26,14,15,13,8,12,21,17,9,12,10,20,10,15,11,18,8,14,9,11,11,13,15,11,8,13,15,5,18,12,10
TOR,2012,0.0,-0.3,0.0,0.9259999999999999,P,MIA,0,22,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
BAL,2012,0.0,-0.5,-0.1,0.88,P,CHC,2,8,19,1,0,1,0,2,0,1,0,0,0,0,1,0,1,0,4,2,0,0,0,0,0,2,1,2,0,0,1,1,0
BOS,2012,0.396,-16.9,-1.7,0.975,OF,CLE,4,25,3,4,1,1,1,4,8,5,3,0,2,2,0,4,4,1,3,10,4,5,2,2,9,5,2,8,4,2,6,4,9
SFG,2012,0.0,0.0,0.0,1.0,P,HOU,5,5,9,2,2,2,0,3,4,0,1,3,2,3,2,10,0,1,0,1,1,0,2,8,2,6,0,3,17,1,3,6,1
KCR,2012,0.265,-2.6,-0.3,0.94,OF,TBR,4,23,27,3,0,1,5,2,5,0,3,0,1,1,1,2,0,2,2,0,0,2,1,6,3,3,0,3,0,0,11,0,0
TBR,2012,0.0,-3.8,-0.4,0.9740000000000001,OF,COL,4,9,29,1,0,0,1,8,4,1,0,1,3,2,2,4,1,2,1,2,0,0,0,1,2,1,0,5,2,1,15,0,4
MIN,2012,0.0,0.0,0.0,1.0,P,CHC,2,27,14,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,9,0,0,0,0,1,0
MIN,2012,0.22399999999999998,-7.0,-0.7,0.996,C,LAD,2,27,14,0,2,1,1,3,12,1,0,1,0,1,1,1,0,0,0,1,1,2,0,0,4,7,9,3,2,0,1,2,3
SEA,2012,0.35700000000000004,-2.1,-0.2,0.992,OF,BOS,3,20,12,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,7,1,0,0,0,0,2,1,0,0,5,4,2,1
HOU,2012,0.963,0.2,0.0,1.0,P,ATL,1,0,13,3,9,1,5,3,2,5,2,1,2,5,2,4,7,8,3,1,1,0,2,5,1,5,1,7,0,2,9,1,4
BOS,2012,0.5,-4.5,-0.4,0.958,OF,SDP,2,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OAK,2012,0.33899999999999997,-1.7,-0.2,1.0,OF,NYM,1,4,30,8,2,1,2,2,4,1,1,7,1,1,3,2,0,5,1,1,1,2,1,0,1,12,0,3,12,0,2,3,2
SEA,2012,0.0,0.0,0.0,1.0,P,TOR,0,20,12,0,2,0,2,1,1,2,0,1,2,3,0,0,0,3,1,0,0,1,0,2,1,2,1,1,1,4,3,2,6
NYY,2012,0.799,1.9,0.2,1.0,OF,BAL,4,3,1,3,0,0,1,2,2,2,1,3,4,7,1,0,1,0,2,3,0,2,0,1,1,3,2,11,0,1,6,2,2
CLE,2012,0.34600000000000003,-3.1,-0.3,0.976,OF,TBR,5,26,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,1,0,0,7,0,1
HOU,2012,0.41700000000000004,-3.0,-0.3,0.968,OF,NYY,5,0,13,2,0,0,0,2,3,0,0,0,2,1,0,1,1,0,1,2,0,0,0,1,0,2,0,3,0,0,2,0,5
SDP,2012,0.0,0.0,0.0,0.967,P,LAA,3,19,20,2,1,0,0,1,2,2,0,0,0,6,3,0,0,1,0,1,1,0,0,0,0,12,0,1,1,0,2,1,2
DET,2012,0.418,-0.7,-0.1,1.0,OF,CHW,0,11,17,3,0,0,3,1,2,2,0,0,0,0,1,1,1,2,0,0,2,0,4,0,0,4,1,1,0,1,0,1,4
OAK,2012,0.691,17.6,1.7,0.971,OF,BOS,9,4,30,1,0,0,1,1,4,1,0,0,0,0,0,6,0,0,0,9,1,0,2,0,0,1,0,3,0,1,4,2,2
TOR,2012,0.294,-4.1,-0.4,0.9940000000000001,OF,CLE,0,22,25,7,6,3,3,5,2,5,4,4,2,5,3,4,6,8,4,4,1,5,5,5,4,7,3,10,5,0,9,4,7
LAA,2012,0.0,-1.1,-0.1,0.909,P,WSN,9,10,8,2,0,1,0,2,5,2,0,1,0,0,1,0,0,1,3,0,0,0,2,0,0,4,0,2,1,0,1,2,1
LAA,2012,0.0,0.0,0.0,0.889,P,NYM,15,10,8,6,4,3,0,11,6,6,8,10,2,4,1,4,5,5,3,5,1,0,1,5,0,13,4,6,10,1,5,4,4
BAL,2012,0.0,-0.3,0.0,0.967,OF,HOU,0,8,19,1,0,0,0,0,2,0,0,1,1,2,1,0,0,0,10,3,0,1,0,8,0,1,0,0,0,0,0,2,1
LAA,2012,0.627,22.0,2.2,0.9840000000000001,OF,DET,15,10,8,1,1,1,1,3,7,2,2,1,1,4,2,1,4,4,3,5,0,1,8,4,1,11,6,8,4,1,6,7,3
OAK,2012,0.376,-4.7,-0.5,0.968,OF,PIT,11,4,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
TBR,2012,0.413,-6.5,-0.6,0.9640000000000001,OF,ATL,4,9,29,2,2,1,0,1,1,1,1,0,1,1,3,0,1,1,1,1,0,3,0,2,5,2,0,0,1,0,13,0,0
SEA,2012,0.152,-9.1,-0.9,1.0,OF,TOR,0,20,12,0,0,0,0,1,0,2,0,1,2,2,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,7
SEA,2012,0.0,0.0,0.0,1.0,P,NYY,2,20,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,7,1,0,1,1,0
MIL,2012,0.602,2.7,0.3,1.0,C,KCR,4,15,22,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,3,1,2,0,1,4,1,0,1,7,0,1,0,2
CLE,2012,0.38299999999999995,-3.7,-0.4,0.955,OF,CHC,4,26,26,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,1
MIN,2012,0.0,-0.8,-0.1,1.0,P,PIT,6,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LAD,2012,0.319,-9.7,-1.0,0.992,OF,TBR,6,13,2,8,1,2,0,4,12,5,0,5,5,5,2,5,5,3,3,10,0,0,4,2,3,8,2,7,13,0,16,4,3
NYY,2012,0.445,-5.4,-0.5,0.9940000000000001,C,PIT,6,3,1,1,0,0,0,0,5,4,1,1,3,19,1,3,2,2,2,4,1,0,2,1,0,4,1,14,2,0,4,0,7
TOR,2012,0.34600000000000003,-8.9,-0.9,0.996,C,MIA,7,22,25,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
BOS,2012,0.0,-0.6,-0.1,1.0,P,NYM,5,25,3,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0
NYY,2012,0.0,-1.1,-0.1,0.968,OF,CHC,8,3,1,1,2,7,3,3,5,2,1,0,0,1,3,1,2,1,5,9,1,2,0,1,1,1,2,3,2,0,2,4,1
BOS,2012,0.0,0.0,0.0,1.0,P,PIT,3,25,3,1,3,2,1,3,3,2,0,1,1,15,1,4,4,1,1,5,0,3,2,5,3,2,3,9,2,1,3,2,2
TEX,2012,0.5820000000000001,6.4,0.6,0.991,C,BOS,6,7,7,3,1,0,0,0,3,0,1,0,2,1,0,1,1,0,1,6,1,4,1,0,0,2,0,0,0,1,0,7,3
CLE,2012,0.10300000000000001,-1.7,-0.2,0.9229999999999999,OF,CHC,0,26,26,1,0,1,5,3,4,0,1,0,2,2,3,5,0,2,3,0,0,3,0,0,1,3,1,12,3,1,5,1,2
CHW,2012,0.0,-1.4,-0.1,0.973,P,BOS,10,14,10,4,9,3,1,3,11,3,2,3,4,5,2,11,4,6,2,11,7,2,4,3,2,7,1,11,6,3,6,7,4
KCR,2012,0.24100000000000002,-12.4,-1.2,0.9890000000000001,C,DET,7,23,27,1,2,1,10,2,5,4,3,0,2,1,1,2,7,4,1,4,0,1,5,2,10,4,0,3,2,2,5,3,2
NYY,2012,0.0,-0.4,0.0,1.0,OF,ATL,3,3,1,2,7,4,1,1,7,2,1,0,0,3,3,7,0,3,0,1,0,0,0,4,0,2,0,6,2,0,2,0,1
CHC,2012,0.36700000000000005,-0.5,-0.1,0.9740000000000001,C,NYM,1,29,4,2,0,1,0,1,0,1,0,6,1,0,0,0,1,3,1,0,1,0,0,0,0,1,0,1,9,0,0,0,0
COL,2012,0.0,-0.6,-0.1,0.75,P,TOR,3,28,18,1,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,1,0,0,6
OAK,2012,0.307,-2.7,-0.3,1.0,OF,TEX,4,4,30,3,0,0,0,3,1,1,2,0,0,1,3,1,3,2,0,0,0,1,2,2,0,1,0,2,14,0,6,4,4
BOS,2012,0.565,10.2,1.0,0.995,OF,ARI,9,25,3,9,1,3,1,4,5,4,0,1,1,1,2,5,1,3,1,9,4,0,2,0,1,3,0,2,1,1,1,1,1
OAK,2012,0.0,-0.5,-0.1,1.0,P,SDP,2,4,30,5,1,1,0,2,3,3,0,0,1,3,8,2,1,1,1,1,0,0,0,1,1,3,0,1,8,0,1,3,1
COL,2012,0.0,-0.9,-0.1,1.0,P,PIT,6,28,18,0,0,0,0,0,0,0,1,0,0,7,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LAA,2012,0.0,-1.1,-0.1,0.971,P,KCR,6,10,8,7,7,6,7,8,12,9,8,8,5,10,9,5,8,9,9,7,2,2,8,10,14,13,4,16,5,4,11,6,5
TEX,2012,0.5329999999999999,-0.6,-0.1,1.0,OF,BOS,2,7,7,3,0,0,0,0,2,2,0,0,1,3,0,2,0,2,4,6,1,0,0,0,0,2,0,1,0,1,1,9,0
MIN,2012,0.527,4.3,0.4,0.9890000000000001,OF,WSN,4,27,14,0,0,0,1,1,0,0,0,0,1,0,1,5,1,8,1,2,0,0,0,0,0,1,6,1,3,0,1,0,1
BAL,2012,0.0,0.0,0.0,1.0,P,CHC,0,8,19,3,3,8,3,6,5,5,1,3,1,10,3,1,2,4,8,6,1,2,1,1,4,8,0,9,4,1,6,9,3
NYY,2012,0.6409999999999999,21.1,2.1,0.988,OF,CLE,8,3,1,0,4,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,3,0,0,0,0,0,6,0,0,0,0,1
MIL,2012,0.0,-1.1,-0.1,1.0,C,COL,11,15,22,2,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,8,1
TEX,2012,0.0,0.0,0.0,0.833,P,BOS,3,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,5,0
TBR,2012,0.493,5.6,0.6,0.99,OF,ATL,8,9,29,3,6,0,1,2,3,1,0,0,1,3,0,2,0,1,1,1,0,1,0,2,0,7,1,3,4,0,15,0,2
BOS,2012,0.061,-3.9,-0.4,0.965,OF,BAL,2,25,3,0,0,0,0,1,0,1,1,0,0,2,2,0,1,1,5,4,0,0,0,1,1,1,3,3,6,1,2,2,1
TBR,2012,0.0,-6.0,-0.6,1.0,C,OAK,0,9,29,0,0,0,1,2,2,1,1,1,1,2,1,1,0,3,0,3,0,1,1,0,2,3,2,3,12,0,14,1,2
LAA,2012,0.0,0.0,0.0,1.0,P,ATL,1,10,8,1,8,0,1,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,7,0,2,0,0,2,1,2
SEA,2012,0.47100000000000003,-1.1,-0.1,1.0,OF,PHI,2,20,12,2,0,2,0,1,5,3,0,0,4,1,3,3,0,3,3,8,7,0,4,2,2,4,0,1,2,5,6,2,3
LAA,2012,0.405,-3.8,-0.4,0.993,OF,NYY,13,10,8,2,4,0,1,4,5,3,0,1,2,4,0,1,0,3,3,4,2,0,1,3,3,12,1,7,3,1,5,3,6
TEX,2012,0.392,-17.9,-1.8,0.988,OF,LAD,12,7,7,0,3,2,0,1,8,1,1,0,4,1,1,2,0,1,2,1,0,0,2,1,1,8,1,3,2,0,2,9,0
MIL,2012,0.0,-0.3,0.0,0.857,P,STL,3,15,22,0,1,0,0,1,0,0,5,1,0,2,0,1,1,1,0,1,0,2,0,0,0,1,0,2,1,0,0,0,0
ARI,2012,0.0,-1.1,-0.1,0.667,P,CLE,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,2012,0.031,-6.4,-0.6,1.0,P,HOU,8,18,28,12,7,1,6,5,14,10,9,6,3,18,3,4,6,12,6,11,4,6,6,12,9,10,6,14,10,5,19,7,9
MIA,2012,0.0,0.0,0.0,1.0,P,ARI,8,24,21,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
HOU,2012,0.335,-18.4,-1.8,0.975,OF,CHC,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIA,2012,0.48200000000000004,-8.8,-0.9,0.977,OF,KCR,5,24,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0
ARI,2012,0.0,-0.9,-0.1,1.0,P,BOS,7,16,23,5,1,3,0,0,2,1,0,1,0,3,0,2,0,2,0,8,1,1,1,0,1,1,0,5,1,1,0,5,1
COL,2012,0.449,-2.8,-0.3,0.9670000000000001,OF,NYM,4,28,18,2,2,2,1,10,3,2,1,7,1,0,0,0,4,0,3,1,0,0,0,3,1,6,1,2,1,1,1,0,2
MIA,2012,0.37799999999999995,-12.8,-1.3,0.991,C,PIT,8,24,21,0,0,3,0,1,1,7,0,5,1,13,1,1,0,0,0,4,0,0,0,0,0,4,0,3,1,2,1,0,3
CHC,2012,0.45299999999999996,-8.5,-0.9,1.0,OF,ARI,1,29,4,9,1,6,3,2,2,1,0,0,2,4,0,0,0,1,1,1,0,0,0,1,1,5,0,3,0,0,2,0,2
LAD,2012,0.0,0.0,0.0,0.967,P,BOS,1,13,2,5,1,1,0,0,8,1,0,0,0,2,0,0,0,0,0,7,1,0,1,1,0,2,0,2,0,0,1,3,1
CHC,2012,0.541,4.1,0.4,0.993,OF,WSN,9,29,4,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
CHC,2012,0.049,-6.2,-0.6,0.955,P,BOS,14,29,4,1,3,3,0,1,3,2,0,0,0,3,1,3,2,2,3,3,1,0,2,1,0,3,0,4,1,0,2,4,0
WSN,2012,0.259,-5.4,-0.5,0.9740000000000001,OF,TOR,14,1,16,0,3,2,0,1,3,2,0,1,2,1,0,5,1,4,0,3,1,0,1,1,0,4,0,1,1,1,2,2,4
NYM,2012,0.034,-11.0,-1.1,0.9329999999999999,P,TOR,9,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
WSN,2012,0.0,-0.3,0.0,1.0,P,CIN,7,1,16,11,2,2,6,1,3,2,8,4,6,8,2,3,5,17,2,1,4,0,2,8,1,5,4,3,4,0,2,2,5
PIT,2012,0.777,0.0,0.0,0.967,OF,MIN,1,18,28,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
MIA,2012,0.0,-2.3,-0.2,1.0,P,SFG,8,24,21,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
WSN,2012,0.6729999999999999,0.1,0.0,0.9520000000000001,P,MIL,7,1,16,1,2,1,0,0,0,1,2,0,0,2,0,1,2,14,1,0,2,2,3,1,0,1,1,2,1,0,2,1,2
CIN,2012,0.39399999999999996,-1.2,-0.1,1.0,OF,ARI,0,2,24,11,1,1,8,2,0,1,0,0,0,0,3,0,1,0,0,2,1,0,0,1,0,1,0,6,0,0,1,1,3
LAD,2012,0.0,0.0,0.0,1.0,P,CHC,8,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COL,2012,0.0,-5.7,-0.6,0.889,P,KCR,5,28,18,0,1,0,1,1,2,1,1,1,2,0,0,0,0,0,2,2,1,0,1,1,5,2,1,3,1,1,2,3,0
NYM,2012,0.544,7.7,0.8,0.9940000000000001,OF,WSN,8,21,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,2012,0.0,0.0,0.0,1.0,P,ARI,0,28,18,3,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
MIA,2012,0.18899999999999997,-11.3,-1.1,0.98,C,KCR,3,24,21,0,0,0,0,1,0,11,0,0,1,2,1,0,1,0,0,0,0,1,0,1,7,1,0,1,0,0,1,0,1
PIT,2012,0.47600000000000003,-0.8,-0.1,0.938,OF,BOS,0,18,28,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,1,0,0,1,2,0
WSN,2012,0.21,-5.3,-0.5,0.925,P,CHC,9,1,16,4,3,5,0,3,7,3,0,0,2,6,2,2,7,12,5,3,2,0,2,1,1,6,1,6,4,1,7,0,1
MIL,2012,0.0,0.0,0.0,0.909,P,ATL,7,15,22,0,0,0,1,0,1,0,8,2,0,2,0,1,0,0,0,0,0,0,1,1,2,4,1,0,1,2,0,0,1
STL,2012,0.01,-12.2,-1.2,1.0,P,MIL,11,12,11,1,0,1,0,0,1,0,7,0,0,0,0,0,3,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
HOU,2012,0.511,0.8,0.1,0.99,OF,KCR,5,0,13,1,2,1,2,3,1,2,1,1,3,3,1,10,2,5,3,3,2,0,0,15,11,3,2,7,0,1,2,1,3
NYM,2012,0.0,-1.1,-0.1,1.0,P,COL,0,21,6,1,0,1,0,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0,4,1,1,0,0
COL,2012,0.278,-1.4,-0.1,1.0,P,SFG,1,28,18,4,1,4,1,13,2,3,1,0,0,1,2,8,2,4,1,0,1,0,2,4,2,2,2,2,4,3,2,4,4
ATL,2012,0.0,0.0,0.0,1.0,P,LAD,6,6,15,1,10,3,1,3,14,5,1,2,1,1,3,3,1,5,3,2,2,2,1,3,6,3,4,2,4,0,5,3,2
MIA,2012,0.107,-6.6,-0.7,0.977,P,LAD,6,24,21,1,0,0,0,0,3,7,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0
MIL,2012,0.0,-0.3,0.0,1.0,P,CIN,5,15,22,2,1,0,8,0,1,0,5,0,0,0,1,1,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0
SDP,2012,0.327,-3.7,-0.4,0.958,OF,OAK,1,19,20,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,12,0,1,0,0
MIL,2012,0.0,-0.3,0.0,0.967,P,SFG,6,15,22,0,1,0,0,2,2,2,0,0,0,1,0,11,1,0,0,1,1,1,1,0,0,3,0,2,0,0,0,1,3
